                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     86,                0.86406,                 2.0019,                0.12204,                0.53156,                 1.3215,                0.80817,                0.80826,                0.72057,                0.20968,                0.98997,                0.99008,                0.98794,                0.58773,                 2.6545,                 1.5261,                0.05239,                 0.7721,                 3.5714,              0.0082052,              0.0082052,              0.0082052
                     87,                0.86053,                 1.9722,                0.12357,                0.52758,                 1.3191,                 0.7805,                 0.7817,                0.71211,                0.22158,                0.98996,                0.99008,                0.98853,                0.60617,                 2.6776,                 1.4538,                0.04627,                0.78238,                  3.587,              0.0081651,              0.0081651,              0.0081651
                     88,                0.84832,                   1.94,                0.12115,                0.51562,                  1.307,                0.79165,                0.79174,                0.69214,                0.20292,                0.99162,                0.99174,                0.98976,                0.60808,                 2.6661,                  1.426,                0.04225,                0.80749,                 3.6425,              0.0081247,              0.0081247,              0.0081247
                     89,                0.85561,                 1.9515,                0.11988,                0.52219,                 1.3117,                0.79826,                0.79835,                 0.6954,                 0.2054,                0.99162,                0.99174,                0.99039,                0.59287,                 2.5926,                  1.468,                0.04228,                0.78991,                 3.5141,              0.0080839,              0.0080839,              0.0080839
                     90,                0.86191,                 1.9235,                0.12056,                0.52324,                 1.3171,                0.75033,                0.75041,                0.63603,                0.19895,                0.99162,                0.99174,                0.99014,                0.61147,                 2.6749,                 1.4078,                0.04295,                0.81849,                 3.5833,              0.0080428,              0.0080428,              0.0080428
                     91,                0.85791,                 1.9476,                0.12341,                0.52524,                 1.3172,                0.77181,                 0.7719,                0.67435,                0.19773,                0.98832,                0.98843,                 0.9824,                 0.5912,                 2.6724,                 1.4476,                0.04259,                0.81583,                 3.5982,              0.0080013,              0.0080013,              0.0080013
                     92,                0.86812,                 1.9382,                 0.1199,                0.52537,                 1.3216,                0.75198,                0.75207,                0.65162,                0.20957,                0.98996,                0.99008,                0.99046,                0.62405,                 2.7589,                 1.4415,                0.05284,                0.79631,                 3.7482,              0.0079595,              0.0079595,              0.0079595
                     93,                0.85809,                 1.9294,                0.12017,                0.52079,                  1.317,                   0.79,                0.79008,                0.72223,                0.24042,                0.99163,                0.99174,                0.98959,                0.62663,                 2.6908,                 1.4771,                0.04891,                0.76931,                  3.619,              0.0079174,              0.0079174,              0.0079174
                     94,                0.84691,                 1.9151,                0.12069,                0.51597,                 1.3071,                0.78669,                0.78678,                0.69635,                 0.2246,                0.99163,                0.99174,                0.98936,                0.62759,                 2.6791,                 1.4671,                0.05361,                0.78474,                  3.669,               0.007875,               0.007875,               0.007875
                     95,                 0.8437,                 1.8924,                0.12052,                0.51001,                 1.3041,                0.78835,                0.78843,                0.69112,                0.21785,                0.99328,                0.99339,                   0.99,                0.61178,                 2.6718,                 1.4733,                0.04963,                0.81226,                 3.7317,              0.0078323,              0.0078323,              0.0078323
                     96,                0.84282,                 1.8686,                0.11843,                0.51081,                 1.3043,                0.80157,                0.80165,                0.73419,                0.24295,                0.99163,                0.99174,                0.98976,                0.62726,                 2.6494,                 1.4915,                0.04847,                0.78939,                 3.7431,              0.0077893,              0.0077893,              0.0077893
                     97,                0.84051,                 1.8517,                0.11633,                0.51266,                 1.3053,                0.79661,                0.79669,                0.73206,                0.24755,                0.99163,                0.99174,                0.98846,                0.63579,                 2.6041,                 1.4268,                0.04687,                0.76798,                 3.6554,               0.007746,               0.007746,               0.007746
                     98,                0.85144,                 1.8414,                0.11899,                0.51386,                 1.3105,                   0.79,                0.79008,                0.70522,                0.23734,                0.99163,                0.99174,                0.98834,                0.63518,                 2.5979,                  1.384,                0.04349,                0.77369,                 3.6433,              0.0077023,              0.0077023,              0.0077023
                     99,                0.84403,                 1.8312,                0.11738,                0.50855,                 1.3028,                0.78173,                0.78182,                0.71449,                0.23685,                0.99328,                0.99339,                0.98956,                0.64983,                 2.6338,                 1.3476,                0.03615,                0.79592,                 3.6455,              0.0076584,              0.0076584,              0.0076584
                    100,                0.84854,                 1.8521,                0.11793,                0.51213,                 1.3088,                0.79165,                0.79174,                0.72004,                 0.2318,                0.99328,                0.99339,                0.99031,                0.62985,                 2.5821,                  1.375,                0.03566,                0.78494,                 3.6066,              0.0076142,              0.0076142,              0.0076142
                    101,                0.83419,                 1.8117,                 0.1146,                0.50378,                 1.2964,                0.78008,                0.78017,                0.71128,                0.24632,                0.99328,                0.99339,                0.98998,                0.63553,                 2.5733,                 1.3919,                0.03486,                 0.7919,                 3.6264,              0.0075698,              0.0075698,              0.0075698
                    102,                0.82893,                 1.7849,                0.11582,                0.50752,                 1.2931,                0.79495,                0.79504,                0.68954,                  0.214,                0.99328,                0.99339,                0.99072,                0.62522,                 2.5954,                 1.3927,                0.04302,                0.75155,                 3.6968,               0.007525,               0.007525,               0.007525
                    103,                0.83007,                 1.7629,                0.11355,                0.50572,                 1.2931,                 0.7933,                0.79339,                0.66909,                0.18961,                0.99162,                0.99174,                0.98882,                 0.5936,                 2.5691,                 1.4374,                0.04201,                0.76379,                 3.6013,                0.00748,                0.00748,                0.00748
                    104,                0.83836,                 1.8169,                0.11478,                0.50855,                 1.3023,                0.79821,                0.79835,                0.69154,                0.21573,                0.98661,                0.98678,                 0.9801,                0.56385,                 2.5902,                 2.0397,                0.05633,                0.75193,                 3.6711,              0.0074347,              0.0074347,              0.0074347
                    105,                0.83555,                 1.7978,                 0.1162,                0.51233,                 1.2988,                0.78992,                0.79008,                0.69562,                0.21325,                0.98988,                0.99008,                0.98742,                0.57312,                 2.6017,                 1.7232,                0.06106,                0.75652,                 3.6646,              0.0073891,              0.0073891,              0.0073891
                    106,                0.83197,                 1.7617,                0.11408,                0.50917,                 1.2971,                0.77347,                0.77355,                0.65472,                0.20034,                0.99493,                0.99504,                0.99059,                0.61334,                 2.5943,                 1.4699,                 0.0618,                0.77385,                 3.7282,              0.0073433,              0.0073433,              0.0073433
                    107,                0.82861,                 1.7713,                0.11411,                0.50274,                 1.2936,                0.79165,                0.79174,                0.69874,                0.21006,                0.98832,                0.98843,                0.97915,                0.62021,                 2.6472,                 1.4375,                0.05912,                0.76947,                 3.7664,              0.0072973,              0.0072973,              0.0072973
                    108,                0.82544,                 1.7408,                0.11152,                 0.4987,                 1.2943,                0.78669,                0.78678,                0.68999,                0.22119,                0.98667,                0.98678,                0.98117,                0.63312,                 2.6222,                 1.4063,                0.05445,                0.76652,                 3.6781,              0.0072509,              0.0072509,              0.0072509
                    109,                0.82897,                 1.7366,                0.11165,                0.50233,                 1.2953,                0.79165,                0.79174,                0.71725,                0.23425,                0.99328,                0.99339,                0.98998,                0.65036,                 2.6125,                 1.3679,                0.04737,                0.75102,                 3.6384,              0.0072044,              0.0072044,              0.0072044
                    110,                0.82013,                 1.7214,                 0.1111,                0.49322,                 1.2841,                0.79826,                0.79835,                0.75531,                 0.2584,                0.99493,                0.99504,                0.99138,                0.65142,                  2.576,                 1.3864,                0.04988,                0.73246,                 3.5972,              0.0071576,              0.0071576,              0.0071576
                    111,                0.81712,                 1.7094,                0.11228,                0.49403,                 1.2914,                0.80157,                0.80165,                0.74371,                0.24763,                0.98998,                0.99008,                0.98788,                 0.6534,                 2.5806,                 1.3558,                0.05002,                0.73838,                 3.6298,              0.0071106,              0.0071106,              0.0071106
                    112,                0.81853,                 1.7207,                0.11285,                0.49355,                 1.2851,                 0.7933,                0.79339,                0.74261,                0.25158,                0.99163,                0.99174,                0.99006,                0.66653,                 2.6148,                 1.3377,                0.04792,                0.73481,                 3.7047,              0.0070633,              0.0070633,              0.0070633
                    113,                0.81184,                 1.6861,                0.11166,                 0.4906,                 1.2817,                0.78835,                0.78843,                0.71394,                0.25186,                0.98998,                0.99008,                0.98956,                0.66597,                 2.6239,                  1.326,                0.04475,                0.73159,                 3.7067,              0.0070159,              0.0070159,              0.0070159
                    114,                 0.8155,                 1.6736,                0.10926,                0.49289,                 1.2866,                0.78669,                0.78678,                0.71776,                0.24436,                0.99328,                0.99339,                0.99131,                0.67559,                 2.6309,                 1.3312,                0.04712,                0.73098,                 3.7496,              0.0069682,              0.0069682,              0.0069682
                    115,                0.82093,                 1.6678,                0.11003,                0.49685,                 1.2864,                0.79826,                0.79835,                0.72771,                0.24625,                0.99328,                0.99339,                 0.9907,                0.66395,                 2.6145,                 1.3481,                0.04843,                 0.7371,                 3.7475,              0.0069203,              0.0069203,              0.0069203
                    116,                0.80814,                 1.6564,                0.10899,                0.48795,                 1.2818,                0.79991,                    0.8,                0.71976,                0.24209,                0.99328,                0.99339,                0.99132,                0.66893,                 2.5885,                 1.3313,                 0.0483,                0.73952,                 3.7139,              0.0068722,              0.0068722,              0.0068722
                    117,                0.81228,                 1.6502,                0.10759,                0.48897,                 1.2833,                0.79991,                    0.8,                 0.7197,                0.25117,                0.99328,                0.99339,                0.98964,                0.67338,                 2.5845,                  1.303,                0.04634,                0.73678,                 3.7053,              0.0068239,              0.0068239,              0.0068239
                    118,                0.80543,                 1.6299,                0.10766,                0.48398,                 1.2776,                0.79991,                    0.8,                0.72434,                0.24816,                0.99328,                0.99339,                 0.9903,                0.67936,                 2.5685,                 1.2866,                0.04377,                0.75253,                 3.6483,              0.0067754,              0.0067754,              0.0067754
                    119,                0.80647,                 1.6075,                0.10488,                0.49039,                 1.2799,                0.80322,                0.80331,                0.73564,                0.24273,                0.99328,                0.99339,                0.98958,                0.68199,                 2.5838,                 1.2746,                 0.0417,                0.76987,                 3.6349,              0.0067268,              0.0067268,              0.0067268
                    120,                 0.8081,                 1.6559,                0.10818,                0.48851,                 1.2802,                0.79826,                0.79835,                0.72388,                0.24201,                0.99328,                0.99339,                0.98918,                0.67447,                 2.6123,                 1.2747,                0.04048,                0.77246,                 3.6777,              0.0066779,              0.0066779,              0.0066779
                    121,                0.80976,                 1.5835,                0.10471,                0.48761,                 1.2771,                0.80157,                0.80165,                0.72357,                0.24258,                0.99328,                0.99339,                0.98865,                0.66893,                 2.6032,                 1.3239,                0.04962,                0.75191,                  3.626,              0.0066288,              0.0066288,              0.0066288
                    122,                0.80539,                 1.5891,                0.10663,                0.48151,                 1.2754,                0.79496,                0.79504,                 0.7402,                0.25348,                0.99659,                0.99669,                0.99323,                 0.6808,                 2.6088,                 1.3291,                0.05278,                0.74635,                 3.6721,              0.0065796,              0.0065796,              0.0065796
                    123,                0.80267,                 1.5742,                0.10382,                0.48819,                 1.2753,                0.79661,                0.79669,                0.75415,                0.25792,                0.99659,                0.99669,                0.99288,                 0.6841,                 2.5884,                 1.3241,                0.05167,                0.74258,                 3.6894,              0.0065303,              0.0065303,              0.0065303
                    124,                0.79379,                 1.5637,                0.10495,                0.47869,                 1.2678,                0.79165,                0.79174,                0.72944,                0.24709,                0.99659,                0.99669,                0.99268,                0.67696,                  2.602,                 1.2938,                0.04512,                0.74343,                 3.7538,              0.0064807,              0.0064807,              0.0064807
                    125,                0.80366,                  1.561,                0.10369,                0.48436,                 1.2747,                0.79165,                0.79174,                0.71848,                0.24722,                0.99659,                0.99669,                0.99224,                0.67262,                 2.5766,                 1.2783,                0.04107,                0.74777,                 3.6613,               0.006431,               0.006431,               0.006431
                    126,                0.78906,                  1.522,                 0.1039,                 0.4765,                 1.2662,                0.78835,                0.78843,                0.73362,                0.25259,                0.99659,                0.99669,                0.99223,                0.67587,                 2.5937,                 1.2557,                0.03868,                 0.7555,                  3.703,              0.0063812,              0.0063812,              0.0063812
                    127,                 0.7905,                 1.5528,                0.10483,                0.47891,                 1.2666,                0.79165,                0.79174,                 0.7346,                0.25437,                0.99328,                0.99339,                0.98872,                0.68232,                 2.5827,                 1.2457,                0.03829,                0.76253,                 3.6889,              0.0063312,              0.0063312,              0.0063312
                    128,                0.79101,                 1.5124,                0.10186,                0.47587,                 1.2675,                0.78834,                0.78843,                 0.7311,                0.25159,                0.99494,                0.99504,                0.99079,                0.68182,                 2.5983,                 1.2597,                0.04186,                0.74842,                 3.7078,               0.006281,               0.006281,               0.006281
                    129,                0.79145,                 1.5259,                0.10416,                0.47839,                 1.2672,                0.79165,                0.79174,                0.71494,                0.24358,                0.99493,                0.99504,                0.99148,                0.68621,                 2.5754,                 1.2702,                0.04379,                0.73748,                  3.681,              0.0062307,              0.0062307,              0.0062307
                    130,                0.79023,                  1.505,                0.10232,                0.47886,                 1.2672,                0.79165,                0.79174,                0.72135,                0.24417,                0.99493,                0.99504,                0.99039,                0.69302,                 2.5779,                 1.2502,                0.04353,                0.73325,                 3.7115,              0.0061803,              0.0061803,              0.0061803
                    131,                0.79256,                 1.4971,                0.10307,                0.47895,                 1.2703,                 0.7933,                0.79339,                0.73303,                0.25119,                0.99494,                0.99504,                0.99083,                0.69322,                 2.5605,                 1.2207,                0.03753,                0.74694,                 3.7015,              0.0061298,              0.0061298,              0.0061298
                    132,                0.78713,                 1.5032,                0.10162,                0.47693,                 1.2632,                0.79165,                0.79174,                0.73243,                0.25473,                0.99494,                0.99504,                0.99138,                0.70613,                 2.5627,                 1.2125,                0.03913,                0.74876,                 3.7184,              0.0060792,              0.0060792,              0.0060792
                    133,                0.78502,                 1.4807,                0.10055,                0.47482,                 1.2618,                0.79496,                0.79504,                 0.7368,                0.25695,                0.99494,                0.99504,                0.99143,                0.70523,                 2.5591,                 1.2081,                0.04006,                0.74383,                 3.7136,              0.0060284,              0.0060284,              0.0060284
                    134,                0.77617,                 1.4687,                0.10124,                 0.4735,                 1.2546,                0.80157,                0.80165,                0.74647,                0.26312,                0.99494,                0.99504,                0.99143,                0.70883,                 2.5488,                 1.2002,                0.03802,                0.74368,                 3.6916,              0.0059775,              0.0059775,              0.0059775
                    135,                0.77409,                  1.437,                0.09932,                0.46481,                 1.2518,                0.79165,                0.79174,                 0.7334,                0.25863,                0.99494,                0.99504,                0.99138,                 0.7091,                 2.5501,                 1.1866,                0.03587,                0.74986,                 3.6678,              0.0059266,              0.0059266,              0.0059266
                    136,                0.78022,                 1.4677,                0.10136,                0.47433,                 1.2591,                0.79826,                0.79835,                0.74317,                0.26028,                0.99494,                0.99504,                0.99118,                0.70857,                 2.5507,                 1.1912,                0.03623,                0.74732,                 3.6682,              0.0058755,              0.0058755,              0.0058755
                    137,                 0.7682,                  1.436,                0.09956,                0.45903,                 1.2487,                0.79496,                0.79504,                0.74509,                0.26467,                0.99494,                0.99504,                0.99123,                0.70868,                 2.5696,                 1.1999,                0.03816,                0.74276,                 3.6991,              0.0058244,              0.0058244,              0.0058244
                    138,                0.77045,                 1.4134,                0.09808,                0.46444,                 1.2527,                0.79165,                0.79174,                0.74567,                0.26655,                0.99494,                0.99504,                0.99123,                0.71142,                 2.5682,                 1.1832,                0.03846,                0.75098,                 3.6796,              0.0057731,              0.0057731,              0.0057731
                    139,                 0.7704,                  1.418,                0.09913,                0.45928,                 1.2474,                0.79496,                0.79504,                0.74447,                0.26878,                0.99659,                0.99669,                0.99258,                  0.713,                 2.5607,                 1.1812,                0.03932,                0.74953,                 3.6577,              0.0057218,              0.0057218,              0.0057218
                    140,                0.77512,                 1.4178,                0.09921,                0.46436,                 1.2554,                0.79826,                0.79835,                0.74584,                0.26578,                0.99659,                0.99669,                0.99267,                0.71673,                 2.5567,                 1.1652,                0.03698,                0.75238,                  3.665,              0.0056704,              0.0056704,              0.0056704
                    141,                0.77322,                  1.407,                0.09842,                0.46092,                 1.2512,                   0.79,                0.79008,                0.73842,                 0.2634,                0.99659,                0.99669,                0.99249,                0.72549,                 2.5636,                 1.1624,                0.03962,                0.75014,                 3.6943,              0.0056189,              0.0056189,              0.0056189
                    142,                0.77179,                 1.4276,                0.10006,                0.46835,                 1.2501,                0.78504,                0.78512,                 0.7351,                0.26195,                0.99659,                0.99669,                0.99229,                 0.7245,                 2.5655,                 1.1614,                0.04037,                0.74628,                 3.7183,              0.0055674,              0.0055674,              0.0055674
                    143,                0.76823,                 1.3926,                0.09724,                0.46269,                  1.245,                0.79165,                0.79174,                0.73645,                0.26272,                0.99659,                0.99669,                0.99249,                 0.7229,                 2.5575,                 1.1513,                0.03963,                0.74342,                  3.727,              0.0055158,              0.0055158,              0.0055158
                    144,                0.76362,                 1.3816,                0.09705,                0.45567,                 1.2461,                 0.7933,                0.79339,                0.73783,                0.26171,                0.99659,                0.99669,                0.99252,                0.72359,                 2.5687,                 1.1451,                0.03884,                0.75073,                 3.7425,              0.0054642,              0.0054642,              0.0054642
                    145,                0.76603,                 1.3665,                0.09659,                 0.4638,                 1.2508,                 0.7867,                0.78678,                 0.7318,                0.25915,                0.99659,                0.99669,                0.99267,                0.72236,                 2.5727,                 1.1388,                0.03746,                0.75431,                 3.7613,              0.0054125,              0.0054125,              0.0054125
                    146,                 0.7606,                 1.3527,                0.09682,                0.45817,                 1.2423,                0.78835,                0.78843,                  0.735,                0.25736,                0.99659,                0.99669,                0.99265,                0.72301,                 2.5764,                 1.1346,                 0.0365,                0.75884,                 3.7725,              0.0053608,              0.0053608,              0.0053608
                    147,                 0.7567,                  1.358,                 0.0972,                0.45466,                   1.24,                0.78504,                0.78512,                0.72795,                0.25515,                0.99659,                0.99669,                0.99262,                0.72638,                 2.5827,                 1.1274,                0.03613,                0.76472,                 3.8049,              0.0053091,              0.0053091,              0.0053091
                    148,                0.75052,                 1.3264,                0.09604,                0.45657,                 1.2381,                0.78504,                0.78512,                0.72975,                0.25553,                0.99659,                0.99669,                 0.9926,                0.73036,                 2.5836,                 1.1199,                0.03447,                0.76988,                 3.8324,              0.0052573,              0.0052573,              0.0052573
                    149,                0.75326,                 1.3196,                0.09404,                0.45649,                 1.2384,                0.78008,                0.78017,                0.72598,                0.25342,                0.99659,                0.99669,                0.99255,                0.73165,                 2.5874,                 1.1071,                 0.0329,                0.78334,                 3.8414,              0.0052055,              0.0052055,              0.0052055
                    150,                0.74982,                 1.3298,                0.09496,                0.45315,                 1.2357,                0.78174,                0.78182,                0.72861,                0.25361,                0.99659,                0.99669,                0.99232,                0.72875,                 2.5813,                 1.0993,                0.03231,                0.78431,                 3.8255,              0.0051537,              0.0051537,              0.0051537
                    151,                0.75052,                 1.3048,                0.09557,                0.45228,                 1.2353,                0.78669,                0.78678,                0.73495,                0.25672,                0.99659,                0.99669,                0.99261,                0.73286,                 2.5765,                  1.096,                0.03253,                0.77562,                 3.8167,              0.0051018,              0.0051018,              0.0051018
                    152,                0.75039,                 1.3199,                0.09521,                0.45379,                 1.2367,                0.78669,                0.78678,                0.73597,                0.25602,                0.99824,                0.99835,                0.99437,                0.73625,                 2.5822,                 1.0927,                0.03411,                0.76585,                 3.8354,                0.00505,                0.00505,                0.00505
                    153,                0.74638,                 1.3064,                0.09474,                0.44723,                 1.2318,                0.78835,                0.78843,                0.73483,                0.25564,                0.99824,                0.99835,                0.99409,                0.74052,                  2.586,                 1.0897,                0.03521,                0.76193,                  3.857,              0.0049982,              0.0049982,              0.0049982
                    154,                0.74333,                 1.2871,                0.09421,                0.44689,                 1.2289,                0.79165,                0.79174,                 0.7439,                0.25851,                0.99824,                0.99835,                0.99394,                 0.7407,                  2.581,                 1.0937,                0.03642,                0.75811,                 3.8508,              0.0049463,              0.0049463,              0.0049463
                    155,                0.74893,                 1.2653,                0.09281,                0.44731,                 1.2314,                0.79331,                0.79339,                0.74247,                0.25936,                0.99824,                0.99835,                0.99389,                0.73754,                 2.5811,                 1.0905,                 0.0366,                0.75616,                 3.8467,              0.0048945,              0.0048945,              0.0048945
                    156,                0.74522,                 1.2671,                0.09371,                0.44461,                 1.2329,                0.79826,                0.79835,                0.74969,                0.26062,                0.99824,                0.99835,                0.99442,                0.73986,                 2.5721,                  1.097,                0.03736,                0.74998,                 3.8339,              0.0048427,              0.0048427,              0.0048427
                    157,                0.74384,                 1.2494,                0.09075,                0.44469,                 1.2316,                0.79826,                0.79835,                0.74855,                0.25991,                0.99824,                0.99835,                0.99447,                0.74403,                 2.5672,                 1.0916,                0.03718,                0.74809,                 3.8348,              0.0047909,              0.0047909,              0.0047909
                    158,                0.73461,                 1.2497,                0.09005,                0.44534,                 1.2258,                0.79826,                0.79835,                0.74412,                0.25758,                0.99825,                0.99835,                0.99445,                0.74689,                 2.5744,                 1.0887,                0.03796,                0.75146,                 3.8618,              0.0047392,              0.0047392,              0.0047392
                    159,                0.73533,                 1.2198,                0.09009,                0.44034,                 1.2266,                0.80157,                0.80165,                0.74782,                0.26242,                0.99824,                0.99835,                0.99445,                0.75331,                 2.5734,                 1.0718,                0.03594,                0.75724,                 3.8574,              0.0046875,              0.0046875,              0.0046875
                    160,                0.73664,                  1.262,                0.09145,                0.43988,                 1.2289,                0.79661,                0.79669,                0.73976,                0.25949,                0.99824,                0.99835,                0.99411,                0.75033,                 2.5713,                 1.0658,                 0.0352,                0.76772,                 3.8453,              0.0046358,              0.0046358,              0.0046358
                    161,                0.73967,                 1.2473,                0.09109,                   0.45,                   1.23,                0.79827,                0.79835,                0.74048,                0.25907,                0.99825,                0.99835,                0.99442,                0.75172,                 2.5756,                 1.0672,                0.03601,                0.76335,                 3.8631,              0.0045842,              0.0045842,              0.0045842
                    162,                0.73926,                 1.2133,                0.09132,                 0.4449,                 1.2309,                0.79992,                    0.8,                0.74158,                0.26029,                0.99825,                0.99835,                0.99436,                0.75083,                  2.573,                 1.0667,                0.03653,                 0.7618,                 3.8698,              0.0045326,              0.0045326,              0.0045326
                    163,                0.72524,                 1.2133,                0.09043,                0.43115,                 1.2165,                0.79992,                    0.8,                0.74143,                0.26147,                0.99825,                0.99835,                0.99426,                0.75415,                 2.5739,                 1.0654,                0.03661,                0.76263,                 3.8857,              0.0044811,              0.0044811,              0.0044811
                    164,                0.73306,                 1.2201,                0.08941,                0.43933,                 1.2272,                0.79661,                0.79669,                 0.7294,                0.26048,                0.99824,                0.99835,                0.99427,                0.75451,                 2.5729,                 1.0684,                 0.0374,                0.75859,                 3.8803,              0.0044296,              0.0044296,              0.0044296
                    165,                0.73851,                 1.2111,                0.09043,                  0.443,                 1.2271,                0.79661,                0.79669,                0.72983,                0.25924,                0.99824,                0.99835,                0.99427,                0.75374,                 2.5719,                 1.0736,                0.03901,                0.75591,                 3.8845,              0.0043782,              0.0043782,              0.0043782
                    166,                 0.7346,                 1.2012,                0.08756,                0.43966,                 1.2248,                0.79496,                0.79504,                  0.727,                0.25943,                0.99824,                0.99835,                0.99431,                0.75501,                 2.5729,                 1.0722,                0.03966,                0.75481,                 3.8924,              0.0043269,              0.0043269,              0.0043269
                    167,                0.72941,                 1.1767,                0.08817,                0.43557,                 1.2222,                0.79331,                0.79339,                0.72644,                0.25999,                0.99824,                0.99835,                0.99432,                0.75497,                 2.5727,                 1.0683,                0.04005,                0.75407,                  3.889,              0.0042756,              0.0042756,              0.0042756
                    168,                0.73068,                 1.2031,                0.09059,                0.43685,                 1.2225,                0.79661,                0.79669,                0.73224,                0.26153,                0.99824,                0.99835,                0.99452,                 0.7589,                 2.5734,                 1.0679,                 0.0411,                0.75088,                 3.8843,              0.0042245,              0.0042245,              0.0042245
                    169,                 0.7297,                  1.178,                0.08696,                0.43962,                 1.2224,                0.79827,                0.79835,                0.73541,                0.26075,                0.99825,                0.99835,                0.99452,                0.76074,                  2.573,                 1.0666,                0.04142,                 0.7495,                 3.8876,              0.0041734,              0.0041734,              0.0041734
                    170,                0.72002,                 1.1528,                0.08808,                0.43241,                 1.2136,                0.79992,                    0.8,                0.73055,                0.26054,                0.99824,                0.99835,                0.99452,                0.76254,                 2.5638,                 1.0597,                0.04041,                0.75151,                 3.8742,              0.0041225,              0.0041225,              0.0041225
                    171,                0.72385,                 1.1635,                0.08892,                0.43639,                 1.2165,                0.79827,                0.79835,                0.72817,                0.26004,                0.99824,                0.99835,                0.99452,                0.76311,                 2.5592,                 1.0566,                0.04035,                0.75201,                  3.875,              0.0040716,              0.0040716,              0.0040716
                    172,                0.72518,                 1.1584,                 0.0864,                0.43767,                 1.2197,                0.79992,                    0.8,                0.72988,                0.26046,                0.99824,                0.99835,                0.99454,                0.76453,                 2.5636,                 1.0569,                0.04075,                0.74718,                 3.8865,              0.0040208,              0.0040208,              0.0040208
                    173,                0.71502,                 1.1492,                0.08734,                 0.4278,                 1.2116,                0.80157,                0.80165,                0.72947,                0.25974,                0.99824,                0.99835,                0.99437,                0.76533,                 2.5596,                 1.0522,                0.03992,                0.74782,                 3.8801,              0.0039702,              0.0039702,              0.0039702
                    174,                0.71395,                 1.1305,                 0.0865,                0.42335,                 1.2108,                0.80322,                0.80331,                0.72928,                0.25787,                 0.9999,                      1,                  0.995,                0.76599,                 2.5626,                 1.0525,                0.04036,                0.74629,                  3.894,              0.0039197,              0.0039197,              0.0039197
                    175,                0.71685,                 1.1429,                0.08525,                0.42959,                 1.2141,                0.80322,                0.80331,                0.72984,                 0.2596,                 0.9999,                      1,                  0.995,                0.76631,                 2.5605,                 1.0428,                0.03903,                 0.7518,                 3.8966,              0.0038693,              0.0038693,              0.0038693
                    176,                0.71326,                 1.1265,                0.08492,                0.42574,                 1.2101,                0.80157,                0.80165,                0.73273,                0.26068,                 0.9999,                      1,                  0.995,                0.76633,                  2.562,                  1.037,                0.03822,                0.75375,                 3.9033,               0.003819,               0.003819,               0.003819
                    177,                 0.7164,                 1.1108,                0.08555,                0.42854,                 1.2112,                0.79992,                    0.8,                0.73413,                0.26191,                 0.9999,                      1,                  0.995,                0.76911,                 2.5621,                 1.0387,                0.03903,                0.75385,                 3.9052,              0.0037688,              0.0037688,              0.0037688
                    178,                0.70903,                 1.0843,                0.08463,                0.42323,                 1.2055,                0.79992,                    0.8,                0.73945,                0.26462,                 0.9999,                      1,                  0.995,                 0.7703,                  2.562,                 1.0428,                0.03963,                0.75203,                 3.9078,              0.0037188,              0.0037188,              0.0037188
                    179,                0.71258,                 1.1152,                0.08616,                0.43094,                 1.2126,                0.79992,                    0.8,                0.73662,                0.26387,                 0.9999,                      1,                  0.995,                0.76886,                 2.5597,                 1.0358,                0.03922,                0.75294,                 3.9058,               0.003669,               0.003669,               0.003669
                    180,                0.70259,                 1.0937,                0.08628,                0.41835,                 1.2033,                0.79992,                    0.8,                0.73561,                0.26227,                 0.9999,                      1,                  0.995,                0.76656,                 2.5581,                 1.0318,                0.03881,                0.75396,                  3.903,              0.0036193,              0.0036193,              0.0036193
                    181,                0.70552,                 1.0964,                0.08378,                0.42159,                 1.2064,                0.80157,                0.80165,                0.73689,                0.26312,                 0.9999,                      1,                  0.995,                0.76684,                 2.5549,                 1.0293,                0.03873,                0.75344,                 3.8993,              0.0035697,              0.0035697,              0.0035697
                    182,                0.70048,                 1.0867,                0.08427,                0.41847,                 1.2033,                0.80157,                0.80165,                 0.7386,                0.26598,                 0.9999,                      1,                  0.995,                0.76677,                 2.5537,                  1.028,                0.03847,                 0.7551,                 3.9036,              0.0035204,              0.0035204,              0.0035204
                    183,                0.69456,                 1.0603,                0.08375,                0.41741,                 1.2001,                0.80322,                0.80331,                0.74176,                0.26635,                 0.9999,                      1,                  0.995,                0.76735,                 2.5543,                 1.0308,                0.03932,                0.75448,                  3.908,              0.0034712,              0.0034712,              0.0034712
                    184,                0.69321,                  1.046,                 0.0823,                0.41704,                 1.1977,                0.80488,                0.80496,                0.74527,                0.26533,                 0.9999,                      1,                  0.995,                 0.7676,                  2.552,                 1.0273,                0.03853,                0.75621,                  3.906,              0.0034221,              0.0034221,              0.0034221
